"domain","matched_text","replacement","n_replacements"
"race","Peter Minuit","Person",45
"race","Peter Muhlenberg","Person",37
"race","Peter Pace","Person",21
"race","Peter Sarsgaard","Person",18
"race","Peter Som","Person",38
"race","Peter W. Chiarelli","Person",10
"race","Phil Chess","Person",24
"race","Phil Donahue","Person",13
"race","Phil Jackson","Person",10
"race","Philip Barry","Person",27
"race","Philip Becker","Person",11
"race","Philip Jaisohn","Person",33
"race","Philip Marlowe","Person",29
"race","Philip Mayer Kaiser","Person",10
"race","Philip Pendleton Barbour","Person",10
"race","Philip Seymour Hoffman","Person",10
"race","Phillip Lim","Person",17
"race","Philo Farnsworth","Person",14
"race","Phyllis Hyman","Person",34
"race","Pia Zadora","Person",10
"race","Pierre Toussaint","Person",31
"race","Pietro Belluschi","Person",40
"race","Pietro Di Donato","Person",12
"race","Pietro di Donato","Person",19
"race","Pooch Hall","Person",22
"race","Prabal Gurung","Person",25
"race","Preeta D. Bansal","Person",10
"race","Prescott Bush","Person",36
"race","Primetime Emmy Award","Person",24
"race","Prince Harry","Person",10
"race","Pro Bowl","Person",273
"race","Quest Crew","Person",127
"race","Quiana Grant","Person",11
"race","Quincy Jones","Person",40
"race","R. A. Lafferty","Person",20
"race","R. Kelly","Person",156
"race","R. Nicholas Burns","Person",10
"race","RICHARD HENRY LEE","Person",1
"race","ROBERT E. LEE","Person",1
"race","RUDOLF CARNAP","Person",23
"race","Rachael Ray","Person",25
"race","Rachel Buehler","Person",10
"race","Rachel Jackson","Person",11
"race","Rachel Maddow","Person",37
"race","Rafael Espinal","Person",10
"race","Rafael Kayanan","Person",22
"race","Rafer Johnson","Person",25
"race","Rahman Ali","Person",10
"race","Rajeev Ram","Person",11
"race","Ralph Abernathy","Person",43
"race","Ralph Bunche","Person",126
"race","Ralph DiGia","Person",11
"race","Ralph Ellison","Person",67
"race","Ralph Ignatowski","Person",12
"race","Ralph Izard","Person",13
"race","Ralph Metcalfe","Person",27
"race","Ralph Modjeski","Person",33
"race","Ralph Taeger","Person",11
"race","Ralph Waldo Emerson","Person",118
"race","Ramani Ayer","Person",11
"race","Ramon S. Subejano","Person",21
"race","Randall Duk Kim","Person",11
"race","Randall Park","Person",10
"race","Randolph Roque Calvo","Person",10
"race","Randy Quaid","Person",31
"race","Randy Travis","Person",19
"race","Raoul Walsh","Person",45
"race","Raphael Saadiq","Person",11
"race","Raquel Welch","Person",55
"race","Rasa von Werder","Person",10
"race","Rashida Jones","Person",15
"race","Rasual Butler","Person",10
"race","Ravi Coltrane","Person",10
"race","Ravi Kapoor","Person",12
"race","Ravi Shankar","Person",34
"race","Ray Allen","Person",12
"race","Ray Charles","Person",64
"race","Ray Durham","Person",22
"race","Ray Harryhausen","Person",170
"race","Ray J","Person",258
"race","Ray Jablonski","Person",12
"race","Ray Lewis","Person",25
"race","Ray Parker Jr.","Person",13
"race","Raymond Chandler","Person",101
"race","Raymond Pace Alexander","Person",10
"race","Raymond Philip Etteldorf","Person",10
"race","Raymond St. Jacques","Person",11
"race","Rebecca De Mornay","Person",11
"race","Rebecca Nurse","Person",24
"race","Reggie Evans","Person",13
"race","Reggie Miller","Person",15
"race","Reginald Lewis","Person",15
"race","Regis Philbin","Person",18
"race","Relic Hunter","Person",12
"race","Remy Ma","Person",35
"race","Rena Inoue","Person",10
"race","Renato Dulbecco","Person",11
"race","Rene Gube","Person",20
"race","Rex Chandler","Person",12
"race","Riccardo Giacconi","Person",11
"race","Rich Boy","Person",26
"race","Rich Homie Quan","Person",56
"race","Richard Anuszkiewicz","Person",15
"race","Richard Chew","Person",34
"race","Richard F. Natonski","Person",20
"race","Richard Feynman","Person",45
"race","Richard Fred Suhrheinrich","Person",10
"race","Richard Girnt Butler","Person",11
"race","Richard Henry Lee","Person",106
"race","Richard Henzel","Person",10
"race","Richard Howly","Person",11
"race","Richard John Neuhaus","Person",11
"race","Richard Lui","Person",10
"race","Richard Montgomery","Person",55
"race","Richard Nixon","Person",30
"race","Richard Roundtree","Person",10
"race","Richard Stockton Field","Person",57
"race","Richard Trumka","Person",11
"race","Richard Veenfliet","Person",31
"race","Richard Worsam Meade II","Person",10
"race","Rick Francona","Person",10
"race","Rick Rescorla","Person",30
"race","Rick Ross","Person",133
"race","Rick Yune","Person",11
"race","Rickey Henderson","Person",14
"race","Ricky Nelson","Person",26
"race","Ricky Schroder","Person",10
"race","Rina Banerjee","Person",10
"race","Rita Cosby","Person",14
"race","Rita Hayworth","Person",161
"race","Rob Portman","Person",27
"race","Rob Van Dam","Person",62
"race","Rob van Dam","Person",1
"race","Robert Aldrich","Person",12
"race","Robert Altman","Person",96
"race","Robert Benecke","Person",12
"race","Robert Burns Woodward","Person",12
"race","Robert Charles Winthrop","Person",22
"race","Robert Conrad","Person",12
"race","Robert Cray","Person",28
"race","Robert Creeley","Person",59
"race","Robert E. Lee","Person",137
"race","Robert F. Kennedy","Person",32
"race","Robert F. Stockton","Person",22
"race","Robert F. Wagner","Person",49
"race","Robert F. Williams","Person",72
"race","Robert Fano","Person",13
"race","Robert Fitzgerald","Person",21
"race","Robert Gallucci","Person",15
"race","Robert Gould Shaw","Person",49
"race","Robert Guillaume","Person",12
"race","Robert Hayden","Person",31
"race","Robert Henry Lawrence Jr.","Person",10
"race","Robert Hoe","Person",25
"race","Robert Hooks","Person",10
"race","Robert Ito","Person",10
"race","Robert J. Modrzejewski","Person",12
"race","Robert Johnson","Person",74
"race","Robert Lanza","Person",12
"race","Robert Leamy Meade","Person",20
"race","Robert Longo","Person",31
"race","Robert Lowell","Person",99
"race","Robert Magliola","Person",75
"race","Robert Oberst","Person",13
"race","Robert Olds","Person",25
"race","Robert Oppenheimer","Person",13
"race","Robert Penn Warren","Person",91
"race","Robert Prager","Person",13
"race","Robert Redford","Person",13
"race","Robert Sengstacke Abbott","Person",10
"race","Robert Siodmak","Person",17
"race","Robert T. Huang","Person",12
"race","Robert Toombs","Person",89
"race","Robert Uihlein Jr.","Person",11
"race","Robert Venturi","Person",12
"race","Robert Wood Johnson Medical School","Person",62
"race","Robert Zoellick","Person",28
"race","Robin Atkin Downes","Person",11
"race","Robin Olds","Person",33
"race","Robin Williams","Person",32
"race","Rochelle Aytes","Person",10
"race","Rock Hudson","Person",14
"race","Rod Milburn","Person",11
"race","Roger Aaron Brown","Person",22
"race","Roger Fan","Person",29
"race","Roger Kingdom","Person",12
"race","Roger Mayweather","Person",24
"race","Roger Y. Tsien","Person",11
"race","Roger Zelazny","Person",44
"race","Roland Burris","Person",12
"race","Roland Emmerich","Person",13
"race","Roman Galinski","Person",10
"race","Roman Polanski","Person",11
"race","Roman Totenberg","Person",29
"race","Romeo Tanghal","Person",10
"race","Romesh T. Wadhwani","Person",11
"race","Ron Grzywinski","Person",10
"race","Ron Jarzombek","Person",23
"race","Ron Jaworski","Person",31
"race","Ron Lyle","Person",12
"race","Ron Paul","Person",62
"race","Ronald Hilton","Person",22
"race","Ronald Isley","Person",12
"race","Ronald McNair","Person",40
"race","Ronald P. Spogli","Person",10
"race","Ronald Reagan","Person",113
"race","Ronda Rousey","Person",30
"race","Rondo Hatton","Person",37
"race","Rosa Parks","Person",196
"race","Rosalie Allen","Person",12
"race","Rosalynn Carter","Person",87
"race","Roscoe Lee Browne","Person",45
"race","Rose Marie","Person",34
"race","Rosetta DeBerardinis","Person",11
"race","Ross Martin","Person",23
"race","Ross Ohlendorf","Person",10
"race","Rowland Hussey Macy","Person",11
"race","Roxie Roker","Person",12
"race","Roy Campanella","Person",10
"race","Roy Choi","Person",14
"race","Roy E. Disney","Person",12
"race","Roy Eldridge","Person",64
"race","Roy Glenn","Person",23
"race","Roy Hartzell","Person",10
"race","Roy Wilkins","Person",23
"race","Ruby Bridges","Person",40
"race","Rudolf Arnheim","Person",24
"race","Rudolf Carnap","Person",72
"race","Rudolph Dirks","Person",26
"race","Rufus Choate","Person",68
"race","Russ Meyer","Person",81
"race","Russell Westbrook","Person",11
"race","Ruth Chatterton","Person",11
"race","Ruth May Fox","Person",12
"race","Ruth Slenczynska","Person",42
"race","Ruth VanSickle Ford","Person",35
"race","Ryan Higa","Person",13
"race","Ryan Max Riley","Person",11
"race","Ryszard Syski","Person",10
"race","S. R. Srinivasa Varadhan","Person",15
"race","SAM GILLIAM","Person",1
"race","SAMUEL ELBERT","Person",1
"race","Sabato Morais","Person",11
"race","Sada Cumber","Person",13
"race","Sadao Munemori","Person",25
"race","Sadie Tanner Mossell Alexander","Person",26
"race","Salma Arastu","Person",28
"race","Sam Chang","Person",11
"race","Sam Gilliam","Person",61
"race","Sam Lloyd","Person",11
"race","Sam Potolicchio","Person",10
"race","Sam Snead","Person",23
"race","Sam Spiegel","Person",10
"race","Sam Walton","Person",35
"race","Sam Warburg","Person",13
"race","Sam Warner","Person",80
"race","Samantha Brown","Person",69
"race","Sammy Davis Jr.","Person",24
"race","Samuel Adams","Person",87
"race","Samuel Colgate","Person",35
"race","Samuel Colt","Person",35
"race","Samuel Elbert","Person",68
"race","Samuel Goldwyn","Person",81
"race","Samuel Insull","Person",47
"race","Samuel J. Tilden","Person",26
"race","Samuel L. Jackson","Person",33
"race","Samuel Lincoln","Person",62
"race","Samuel Morse","Person",10
"race","Samuel Murray","Person",16
"race","Samuel Pasco","Person",10
"race","Samuel Phillips Lee","Person",10
"race","Samuel Pierpont Langley","Person",10
"race","Samuel R. Delany","Person",62
"race","Samuel Slater","Person",37
"race","Samuel Wilbert Tucker","Person",10
"race","Sandra Cisneros","Person",65
"race","Sanford I. Weill","Person",10
"race","Sang Hyun Lee","Person",10
"race","Sanjay Mehrotra","Person",10
"race","Sanjaya Malakar","Person",22
"race","Sara Paxton","Person",11
"race","Sara Studebaker","Person",10
"race","Sarah Chalke","Person",12
"race","Sarah Jarosz","Person",12
"race","Sarah Jessica Parker","Person",26
"race","Sarah Mae Flemming","Person",22
"race","Sarah Orne Jewett","Person",38
"race","Sarah Palin","Person",18
"race","Sarah Polk","Person",26
"race","Sarah Vaughan","Person",46
"race","Scarlett Johansson","Person",11
"race","Schaefer Beer","Person",12
"race","Schaefer beer","Person",11
"race","Scherrie Payne","Person",13
"race","Scott Eastwood","Person",12
"race","Scott Joplin","Person",50
"race","Scott Kamieniecki","Person",10
"race","Scott Lawrence","Person",10
"race","Scott Rogowsky","Person",11
"race","Sean Patrick Flanery","Person",11
"race","Seann William Scott","Person",10
"race","Seong Moy","Person",14
"race","Serena Williams","Person",47
"race","Sergio Mora","Person",11
"race","Sergio Troncoso","Person",21
"race","Seth MacFarlane","Person",24
"race","Severin Roesen","Person",10
"race","Seyoon Kim","Person",10
"race","Shane McMahon","Person",27
"race","Shane Mosley","Person",27
"race","Shane Salerno","Person",11
"race","Shanghai Kiss","Person",13
"race","Shannon Elizabeth","Person",12
"race","Shantanu Narayen","Person",11
"race","Sharon Stone","Person",13
"race","Sharon Tay","Person",11
"race","Shawn Crawford","Person",11
"race","Shawn Stockman","Person",12
"race","Shawn Wayans","Person",13
"race","Shawn Wheeler","Person",10
"race","Shawn Wooten","Person",10
"race","Shayla LaVeaux","Person",10
"race","Sheila Giolitti","Person",11
"race","Shelly Hwang","Person",10
"race","Shelton Benjamin","Person",13
"race","Sheri Moon Zombie","Person",10
"race","Shin Koyamada","Person",10
"race","Shin Lim","Person",10
"race","Shirley Chisholm","Person",26
"race","Shirley Clarke","Person",24
"race","Shirley Temple","Person",50
"race","Shizuya Hayashi","Person",21
"race","Shuji Nakamura","Person",12
"race","Sichan Siv","Person",11
"race","Sidney Lanier","Person",62
"race","Sidney Perham","Person",11
"race","Silvio Micali","Person",11
"race","Simon Cho","Person",45
"race","Simon Hullihen","Person",10
"race","Sirio Maccioni","Person",69
"race","Sissy Spacek","Person",10
"race","Sly Stone","Person",61
"race","Smokey Robinson","Person",61
"race","Snoop Dogg","Person",338
"race","Solomon Burke","Person",10
"race","Solomon Loeb","Person",32
"race","Solomon Scheu","Person",23
"race","Sonja Sohn","Person",20
"race","Sonny Liston","Person",82
"race","Sonny Rollins","Person",67
"race","Sono Osato","Person",32
"race","Sophie Lyons","Person",10
"race","Soulja Boy","Person",64
"race","Spark Matsunaga","Person",10
"race","Spencer Dryden","Person",25
"race","Spiegel Online","Person",69
"race","Spike Lee","Person",19
"race","Spoetzl Brewery","Person",24
"race","Stan Musial","Person",23
"race","Stanley Andrews","Person",10
"race","Stanley Ketchel","Person",20
"race","Stanley Kubrick","Person",27
"race","Stanley Poreda","Person",11
"race","Stefan Janoski","Person",10
"race","Stephanie McMahon","Person",11
"race","Stephanie Swift","Person",11
"race","Stephanie Trong","Person",11
"race","Stephen A. Smith","Person",11
"race","Stephen Colbert","Person",44
"race","Stephen Crane","Person",134
"race","Stephen J. Townsend","Person",10
"race","Stephen King","Person",83
"race","Steve Harvey","Person",45
"race","Steve Jobs","Person",111
"race","Steve King","Person",11
"race","Steve Kuclo","Person",13
"race","Steve McQueen","Person",81
"race","Steve Nguyen","Person",10
"race","Steve Sanghi","Person",10
"race","Steve Schmidt","Person",19
"race","Steve Wilkos","Person",14
"race","Steve Wisniewski","Person",34
"race","Steve Wozniak","Person",29
"race","Steven Chu","Person",39
"race","Steven Lenhart","Person",10
"race","Steven Strait","Person",11
"race","Stevenson Sedgwick","Person",12
"race","Stonewall Jackson","Person",79
"race","Strom Thurmond","Person",132
"race","Studs Lonigan","Person",11
"race","Subrahmanyan Chandrasekhar","Person",29
"race","Sue Mi Terry","Person",10
"race","Sugar Ray Robinson","Person",27
"race","Sundar Pichai","Person",10
"race","Susan Ahn Cuddy","Person",24
"race","Susan B. Anthony","Person",194
"race","Susan Bysiewicz","Person",10
"race","Susan Howe","Person",123
"race","Susan K. Mashiko","Person",10
"race","Susan Sadlowski Garza","Person",10
"race","Sway Calloway","Person",10
"race","Swizz Beatz","Person",62
"race","Sylvester Antolak","Person",21
"race","Sylvia Robinson","Person",55
"race","T. K. Seung","Person",10
"race","Tab Hunter","Person",56
"race","Tamar Braxton","Person",23
"race","Tamela Mann","Person",12
"race","Tami Whitlinger","Person",12
"race","Tammy Duckworth","Person",10
"race","Tan Hock Eng","Person",12
"race","Tanuja Desai Hidier","Person",11
"race","Tao Lin","Person",39
"race","Tara Reid","Person",14
"race","Tasha Schwikert","Person",49
"race","Taylor Buchholz","Person",10
"race","Taylor Dooley","Person",12
"race","Taylor Twellman","Person",10
"race","Teala Dunn","Person",10
"race","Ted Berrigan","Person",30
"race","Ted Cruz","Person",20
"race","Ted Danson","Person",15
"race","Ted DiBiase","Person",32
"race","Ted Kluszewski","Person",27
"race","Ted Knight","Person",25
"race","Ted Potter Jr.","Person",10
"race","Ted Williams","Person",162
"race","Teen Wolf","Person",64
"race","Tequan Richmond","Person",11
"race","Teresa Graves","Person",10
"race","Teresa H. Meng","Person",106
"race","Terrell Brandon","Person",10
"race","Terri Schiavo","Person",103
"race","Terry Rozier","Person",12
"race","Terry Sanford","Person",45
"race","Terry Teruo Kawamura","Person",11
"race","Thaddeus J. Dulski","Person",10
"race","Thaddeus Vincenty","Person",10
"race","Thai Lee","Person",12
