"dominio","categoria","prompt","prompt_per_generazione","prompt_pulito","is_duplicato_cross_categoria","outlier_lunghezza","ultima_parola_sospetta","flag_qualita_strutturale"
"profession","entertainer_occupations","The Performing World of the ","The Performing World of the ","The Performing World of the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","A stunt performer, often referred to as ","A stunt performer, often referred to as ","A stunt performer, often referred to as",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Stunt performers usually appear in films or ","Stunt performers usually appear in films or ","Stunt performers usually appear in films or",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Current film and television stunt performers must ","Current film and television stunt performers must ","Current film and television stunt performers must",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Live stunt performers include escape artists, sword ","Live stunt performers include escape artists, sword ","Live stunt performers include escape artists, sword",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The stunt performers took action to professionalise ","The stunt performers took action to professionalise ","The stunt performers took action to professionalise",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","A writer is a person who ","A writer is a person who ","A writer is a person who",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers produce different forms of literary ","Writers produce different forms of literary ","Writers produce different forms of literary",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers' texts are published across a ","Writers' texts are published across a ","Writers' texts are published across a",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Skilled writers who are able to ","Skilled writers who are able to ","Skilled writers who are able to",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Some writers work from an oral ","Some writers work from an oral ","Some writers work from an oral",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers can produce material across a ","Writers can produce material across a ","Writers can produce material across a",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Other writers use multiple media – ","Other writers use multiple media – ","Other writers use multiple media –",TRUE,FALSE,TRUE,FALSE
"profession","entertainer_occupations","Some writers may use images or ","Some writers may use images or ","Some writers may use images or",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","In rare instances, creative writers are ","In rare instances, creative writers are ","In rare instances, creative writers are",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers work professionally or non-professionally, that ","Writers work professionally or non-professionally, that ","Writers work professionally or non-professionally, that",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The term writer is often used ","The term writer is often used ","The term writer is often used",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","For example, a writer's work may ","For example, a writer's work may ","For example, a writer's work may",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The writer of a letter may ","The writer of a letter may ","The writer of a letter may",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers may begin their career in ","Writers may begin their career in ","Writers may begin their career in",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Many writers have produced both fiction and ","Many writers have produced both fiction and ","Many writers have produced both fiction and",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","For example, writers of historical romances, ","For example, writers of historical romances, ","For example, writers of historical romances,",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Some writers write both creative fiction and ","Some writers write both creative fiction and ","Some writers write both creative fiction and",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers of lyrics, such as these ","Writers of lyrics, such as these ","Writers of lyrics, such as these",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","As writers, playwrights must make the ","As writers, playwrights must make the ","As writers, playwrights must make the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","If the writers' purpose in re-writing ","If the writers' purpose in re-writing ","If the writers' purpose in re-writing",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Screenwriters may start their careers by ","Screenwriters may start their careers by ","Screenwriters may start their careers by",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Self-employed writers who are paid by ","Self-employed writers who are paid by ","Self-employed writers who are paid by",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Screenwriters, playwrights and other writers are ","Screenwriters, playwrights and other writers are ","Screenwriters, playwrights and other writers are",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","teleplay writer Joe Menosky deploys the ","teleplay writer Joe Menosky deploys the ","teleplay writer Joe Menosky deploys the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The writer of the speech may ","The writer of the speech may ","The writer of the speech may",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Such is the case when speechwriters ","Such is the case when speechwriters ","Such is the case when speechwriters",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Some critics are already writers in ","Some critics are already writers in ","Some critics are already writers in",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Influential and respected writer/critics include the ","Influential and respected writer/critics include the ","Influential and respected writer/critics include the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Some critics are poor writers and ","Some critics are poor writers and ","Some critics are poor writers and",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","A blog writer is using the ","A blog writer is using the ","A blog writer is using the",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The monastic writers also illustrated their ","The monastic writers also illustrated their ","The monastic writers also illustrated their",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Technical writers also write different procedures ","Technical writers also write different procedures ","Technical writers also write different procedures",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The technical writer, unlike the creative ","The technical writer, unlike the creative ","The technical writer, unlike the creative",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Each writer needs to find their ","Each writer needs to find their ","Each writer needs to find their",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Sometimes writers have had the bad fortune ","Sometimes writers have had the bad fortune ","Sometimes writers have had the bad fortune",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","(In very earlier times, writers used ","(In very earlier times, writers used ","(In very earlier times, writers used",TRUE,FALSE,FALSE,TRUE
"profession","entertainer_occupations","Writers whose work was destroyed before ","Writers whose work was destroyed before ","Writers whose work was destroyed before",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers usually develop a personal ","Writers usually develop a personal ","Writers usually develop a personal",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers often develop idiosyncratic solutions to ","Writers often develop idiosyncratic solutions to ","Writers often develop idiosyncratic solutions to",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Cartoonists are writers whose work depends heavily on ","Cartoonists are writers whose work depends heavily on ","Cartoonists are writers whose work depends heavily on",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Other writers, especially writers for children, ","Other writers, especially writers for children, ","Other writers, especially writers for children,",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Children's writers Beatrix Potter, May Gibbs, ","Children's writers Beatrix Potter, May Gibbs, ","Children's writers Beatrix Potter, May Gibbs,",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","The many physician writers, for example, ","The many physician writers, for example, ","The many physician writers, for example,",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Some writers write extensively on their ","Some writers write extensively on their ","Some writers write extensively on their",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers of children's literature seek to ","Writers of children's literature seek to ","Writers of children's literature seek to",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Such writers have affected ideas, opinion ","Such writers have affected ideas, opinion ","Such writers have affected ideas, opinion",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","According to her writer son Anthony ","According to her writer son Anthony ","According to her writer son Anthony",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Writers such as Mario Vargas Llosa, ","Writers such as Mario Vargas Llosa, ","Writers such as Mario Vargas Llosa,",TRUE,FALSE,FALSE,FALSE
"profession","entertainer_occupations","Examples of well-known writers who used ","Examples of well-known writers who used ","Examples of well-known writers who used",TRUE,FALSE,FALSE,FALSE
